source,target,relation,confidence,directed,label,source_url,slices,evidence,receipt,edge_class
institution:inst-067,person_source_local:apollo-research:APO-P001,funded_by,confirmed,yes,Tarbell Center for AI Journalism / Marius Hobbhahn,https://manifund.org/projects/tarbell-center-for-ai-journalism,all,I'm recommending a $10k donation as a regrantor.,https://manifund.org/projects/tarbell-center-for-ai-journalism,FINANCIAL
institution:inst-067,person_source_local:future-of-life-institute:FLI-P003,funded_by,confirmed,yes,Tarbell Center for AI Journalism / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2025 | Jaan Tallinn | Tarbell Center for AI Journalism | $583,000 +$200,000‡ | Tarbell Center for AI Journalism, Inc. | General support",https://survivalandflourishing.fund/,FINANCIAL
institution:inst-068,institution:inst-010,supports_collaborative_platform,confirmed,yes,Valhalla Foundation states that it has supported The Audacious Project since its inception.,https://valhalla.org/collaborative-philanthropy/,all,"The statement is limited to Valhalla Foundation’s stated support for The Audacious Project. The Audacious Project is treated as the accepted project endpoint, not as a presumed standalone legal entity. No specific grant, payment, amount, recipient status, or current relationship status is inferred.",https://valhalla.org/collaborative-philanthropy/,COLLAB
institution:inst-068,institution:inst-057,paid_during_fiscal_period,confirmed,yes,"Valhalla Foundation reported paying RAND Corporation $10,000,000 during calendar year 2024 for “PROJECT CANARY, AN ARTIFICIAL INTELLIGENCE SAFETY INITIATIVE.”",https://projects.propublica.org/nonprofits/full_text/202502559349100000/IRS990PF,all,"This is a reported grants-and-contributions-paid-during-the-year entry in Valhalla Foundation’s 2024 Form 990-PF. The relationship does not by itself establish endorsement, control, coordination, ideology, influence, misconduct, or any broader relationship. The stated purpose is the source’s row-lev",https://projects.propublica.org/nonprofits/full_text/202502559349100000/IRS990PF https://projects.propublica.org/nonprofits/full_text/202502559349100000/IRS990PF,FINANCIAL
institution:inst-069,institution:inst-006,model_evaluation_access_and_research_collaboration_with,confirmed,yes,Model Evaluation Access And Research Collaboration With,https://openai.com/index/gpt-4o-system-card/,all,"2024 system-card evaluation access and use do not establish funding or research direction. 2025 paper supports shared datasets and rate-limited internal-chain-of-thought access only. No legal control, employment, exclusive access, or broad continuing partnership is inferred.",https://openai.com/index/gpt-4o-system-card/,COLLAB
institution:inst-069,institution:inst-052,evaluation_partnership_and_model_token_access,confirmed,yes,Evaluation Partnership And Model Token Access,https://metr.org/about,all,Institutional disclosure; no common current dates or per-company value provided.,https://metr.org/about https://metr.org/about,COLLAB
institution:inst-069,institution:inst-052,previously_partnered_for_frontier_risk_assessments,confirmed,yes,"METR says it previously partnered with OpenAI to pilot frontier risk assessments and received access and tokens used for evaluations, research, and engineering.",https://metr.org/about,all,"Prior partnership and in-kind access only; no current access, funding, payment, control, or relationship tenure.",https://metr.org/about,COLLAB
institution:inst-069,institution:inst-070,co_founded,confirmed,yes,OpenAI / Anthropic,https://openai.com/index/agentic-ai-foundation/,all,"Today, OpenAI is co-founding the Agentic AI Foundation (AAIF) under the Linux Foundation, alongside Anthropic and Block",https://openai.com/index/agentic-ai-foundation/,EMPLOYMENT
institution:inst-069,institution:inst-073,collaborated_with,confirmed,yes,OpenAI / Future of Humanity Institute,https://openai.com/index/preparing-for-malicious-uses-of-ai/,all,This paper is the outcome of almost a year of sustained work with our colleagues at the Future of Humanity Institute,https://openai.com/index/preparing-for-malicious-uses-of-ai/,COLLAB
institution:inst-069,institution:inst-081,funded_by,confirmed,yes,OpenAI / Open Philanthropy,https://coefficientgiving.org/research/our-progress-in-2017-and-plans-for-2018/,all,$30 million of which was a grant to OpenAI,https://coefficientgiving.org/research/our-progress-in-2017-and-plans-for-2018/,FINANCIAL
institution:inst-069,institution_candidate_source_local:NODE016-011,participated_in_meeting_hosted_by,confirmed,yes,OpenAI / Johns Hopkins Center for Health Security,https://centerforhealthsecurity.org/sites/default/files/2023-12/center-for-health-security-nov-29-aixbio-meeting-report-with-agenda-and-attendee-list.pdf,all,"CHS convened 51 participants, including AI company representatives from Amazon, Anthropic, Google DeepMind, Meta, Microsoft, and OpenAI.",https://centerforhealthsecurity.org/sites/default/files/2023-12/center-for-health-security-nov-29-aixbio-meeting-report-with-agenda-and-attendee-list.pdf,STRUCTURAL
institution:inst-069,institution_candidate_source_local:NODE024-001,describes_policy_framework,confirmed,yes,OpenAI describes the Preparedness Framework as its approach to frontier-capability risks.,https://cdn.openai.com/pdf/18a02b5d-6b67-4cec-ab64-68cdfbddebcd/preparedness-framework-v2.pdf,all,"Version-specific policy framework, not a separate organization, proof of compliance, or a statement of current policy configuration.",https://cdn.openai.com/pdf/18a02b5d-6b67-4cec-ab64-68cdfbddebcd/preparedness-framework-v2.pdf,OTHER
institution:inst-069,official_profile_source_local:metr:megan-kinniment,collaborated_with,confirmed,yes,OpenAI / Megan Kinniment,https://metr.org/blog/2026-05-19-frontier-risk-report/,all,"METR conducted a pilot exercise... with participation from Anthropic, Google, Meta, and OpenAI.",https://metr.org/blog/2026-05-19-frontier-risk-report/,COLLAB
institution:inst-069,person_source_local:apollo-research:APO-P001,collaborated_with,confirmed,yes,OpenAI / Marius Hobbhahn,https://podcasts.apple.com/us/podcast/229-marius-hobbhahn-on-the-race-to-solve-ai-scheming/id1245002988?i=1000739539803,all,Marius Hobbhahn... has been collaborating with OpenAI to figure out what causes OpenAI’s reasoning models to 'scheme' against users.,https://podcasts.apple.com/us/podcast/229-marius-hobbhahn-on-the-race-to-solve-ai-scheming/id1245002988?i=1000739539803,COLLAB
institution:inst-069,person_source_local:apollo-research:APO-P004,collaborated_with,confirmed,yes,OpenAI / Alexander Meinke,https://www.linkedin.com/posts/alexmeinke_read-the-following-snippet-from-o3s-chain-of-thought-activity-7376009750297194496-zegy,all,"In our latest paper, we worked in close collaboration with OpenAI",https://www.linkedin.com/posts/alexmeinke_read-the-following-snippet-from-o3s-chain-of-thought-activity-7376009750297194496-zegy,COLLAB
institution:inst-069,person_source_local:epoch-ai:EP-P001,collaborated_with,confirmed,yes,OpenAI / Jaime Sevilla,https://samaritan-research.org/blog/openai-and-frontiermath,all,"we partnered with OpenAI, who provided both the necessary funding and technical expertise to develop the benchmark.",https://samaritan-research.org/blog/openai-and-frontiermath,COLLAB
institution:inst-069,person_source_local:epoch-ai:EP-P014,collaborated_with,confirmed,yes,OpenAI / Tamay Besiroglu,https://epoch.ai/latest/openai-and-frontiermath,all,"After approaching several potential funders, we partnered with OpenAI, who provided both the necessary funding and technical expertise to develop the benchmark.",https://epoch.ai/latest/openai-and-frontiermath,COLLAB
institution:inst-069,person_source_local:good-ventures:GV-P001,funded_by,confirmed,yes,OpenAI / Cari Tuna,https://time.com/7012763/cari-tuna/,all,"Tuna’s and her husband's drive to promote safer development of artificial intelligence has led her to engage with leading firms, including a $30 million grant to then-nonprofit OpenAI in 2017.",https://time.com/7012763/cari-tuna/,FINANCIAL
institution:inst-069,person_source_local:good-ventures:GV-P002,funded_by,confirmed,yes,OpenAI / Dustin Moskovitz,https://apnews.com/article/0e9e93d9ed9e094f32e4070ecc5b9b2b,all,"As part of that, in 2017, they gave $30 million to OpenAI, then a little-known nonprofit research lab.",https://apnews.com/article/0e9e93d9ed9e094f32e4070ecc5b9b2b,FINANCIAL
institution:inst-069,person_source_local:govai:GA-P003,collaborated_with,confirmed,yes,OpenAI / Markus Anderljung,https://openai.com/index/frontier-ai-regulation/,all,"Listed authors contributed substantive ideas and/or work to the white paper. Contributions include writing, editing, research, detailed feedback, and participation in a workshop",https://openai.com/index/frontier-ai-regulation/,COLLAB
institution:inst-069,person_source_local:schmidt-sciences:SCH-P001,partnered_with,confirmed,yes,OpenAI / Eric Schmidt,https://openai.com/index/superalignment-fast-grants/,all,"In partnership with Eric Schmidt, we are launching a $10M grants program",https://openai.com/index/superalignment-fast-grants/,COLLAB
institution:inst-069,registry_source_local_person:successif::SUC-R019:subject,collaborated_with,confirmed,yes,OpenAI / Rusheb Shah,https://arxiv.org/html/2509.15541,all,Rusheb Shah¹ ... Apollo Research & OpenAI,https://arxiv.org/html/2509.15541,COLLAB
institution:inst-070,discovery_source_local:ND005-022,funded_by,confirmed,yes,Carnegie Mellon University / Anthropic,https://energy.cmu.edu/news/2025/07/15-anthropic-grand-challenge.html,all,The company will provide $1M in funding over three years to support research that leverages AI for electric grid modernization and sustainability,https://energy.cmu.edu/news/2025/07/15-anthropic-grand-challenge.html,FINANCIAL
institution:inst-070,institution:inst-035,co_founder_board_member_of,confirmed,yes,GiveWell / Anthropic,https://www.givewell.org/about/people,all,"Daniela Amodei is President and co-founder of Anthropic, an AI safety and research public benefit corporation.",https://www.givewell.org/about/people,GOVERNANCE
institution:inst-070,institution:inst-052,evaluation_partnership_and_model_token_access,confirmed,yes,Evaluation Partnership And Model Token Access,https://metr.org/about,all,Institutional disclosure; no common current dates or per-company value provided.,https://metr.org/about https://metr.org/about,COLLAB
institution:inst-070,institution:inst-052,previously_partnered_for_frontier_risk_assessments,confirmed,yes,"METR says it previously partnered with Anthropic to pilot frontier risk assessments and received access and tokens used for evaluations, research, and engineering.",https://metr.org/about,all,"Prior partnership and in-kind access only; no current access, funding, payment, control, or relationship tenure.",https://metr.org/about,COLLAB
institution:inst-070,institution:inst-058,research_collaboration,confirmed,yes,Research Collaboration,https://assets.anthropic.com/m/983c85a201a962f/original/Alignment-Faking-in-Large-Language-Models-full-paper.pdf,all,Scoped to the 2024 Alignment Faking in Large Language Models paper and announcement. This does not describe an unspecified or perpetual partnership.,https://assets.anthropic.com/m/983c85a201a962f/original/Alignment-Faking-in-Large-Language-Models-full-paper.pdf https://www.anthropic.com/research/alignment-faking https://assets.anthropic.com/m/983c85a201a962f/original/Alignment-Faking-in-Large-Language-Models-full-paper.pdf,COLLAB
institution:inst-070,institution_candidate_source_local:INSTITUTION008-001,cites,confirmed,yes,Anthropic / LessWrong,https://assets.anthropic.com/m/983c85a201a962f/original/Alignment-Faking-in-Large-Language-Models-full-paper.pdf,all,URL https://www.lesswrong.com/posts/pRkFkzwKZ2zfa3R6H/ ... LessWrong blog post.,https://assets.anthropic.com/m/983c85a201a962f/original/Alignment-Faking-in-Large-Language-Models-full-paper.pdf,COLLAB
institution:inst-070,institution_candidate_source_local:INSTITUTION008-004,staff_participated_in,confirmed,yes,Anthropic / LessOnline,https://www.greaterwrong.com/posts/AkzauoTt2Lwn2yAvj/anthropic-responsible-scaling-policy-v3-a-matter-of-trust/comment/9WPJfG3ayzbMs8eeE,all,I was in a long conversation with Eliezer and Anthropic staff at LessOnline 2024,https://www.greaterwrong.com/posts/AkzauoTt2Lwn2yAvj/anthropic-responsible-scaling-policy-v3-a-matter-of-trust/comment/9WPJfG3ayzbMs8eeE,EMPLOYMENT
institution:inst-070,institution_candidate_source_local:NODE023-002,announced_policy_framework,confirmed,yes,Anthropic announced its Responsible Scaling Policy.,https://www.anthropic.com/news/anthropics-responsible-scaling-policy,all,"Historical policy announcement, not current policy configuration, evidence of compliance or independent validation of its safety commitments.",https://www.anthropic.com/news/anthropics-responsible-scaling-policy,OTHER
institution:inst-070,institution_candidate_source_local:NODE038-001,collaborated_with,confirmed,yes,Anthropic / The Alan Turing Institute,https://www.turing.ac.uk/blog/llms-may-be-more-vulnerable-data-poisoning-we-thought,all,"In collaboration with researchers at the AI Security Institute and Anthropic, we today publish the largest investigation of data poisoning yet conducted",https://www.turing.ac.uk/blog/llms-may-be-more-vulnerable-data-poisoning-we-thought,COLLAB
institution:inst-070,person_source_local:alignment-research-center:ARC-P001,selected_as_trustee,confirmed,yes,Anthropic / Paul Christiano,https://www.anthropic.com/news/the-long-term-benefit-trust,all,The Anthropic board chose these initial Trustees... Paul Christiano: Founder of the Alignment Research Center,https://www.anthropic.com/news/the-long-term-benefit-trust,GOVERNANCE
institution:inst-070,person_source_local:audacious-project:AP-P004,collaborated_with,confirmed,yes,Anthropic / Beth Barnes,https://time.com/collections/time100-ai-2024/7012885/beth-barnes/,all,last summer Barnes worked with Anthropic to develop its Responsible Scaling Policy,https://time.com/collections/time100-ai-2024/7012885/beth-barnes/,COLLAB
person_source_local:good-ventures:GV-P001,institution:inst-070,invested_in,confirmed,yes,Anthropic / Cari Tuna,https://time.com/collections/time100-ai-2024/7012763/cari-tuna/,all,"Tuna’s and her husband's drive to promote safer development of artificial intelligence has led her to engage with leading firms, including ... an investment in Anthropic in 2021.",https://time.com/collections/time100-ai-2024/7012763/cari-tuna/,FINANCIAL
institution:inst-070,person_source_local:manifund:MF-P008,coauthored_research_with,confirmed,yes,Anthropic / Neel Nanda,https://www.anthropic.com/research/training-a-helpful-and-harmless-assistant-with-reinforcement-learning-from-human-feedback,all,"## Authors Yuntao Bai, Andy Jones, Kamal Ndousse, Amanda Askell, Anna Chen, Nova DasSarma, Dawn Drain, Stanislav Fort, Deep Ganguli, Tom Henighan, Nicholas Joseph, Saurav Kadavath, Jackson Kernion, Tom Conerly, Sheer El-Showk, Nelson Elhage, Zac Hatfield-Dodds, Danny Hernandez, Tristan Hume, Scott J",https://www.anthropic.com/research/training-a-helpful-and-harmless-assistant-with-reinforcement-learning-from-human-feedback,COLLAB
institution:inst-070,person_source_local:redwood-research:RW-P001,collaborated_with,confirmed,yes,Anthropic / Buck Shlegeris,https://assets.anthropic.com/m/983c85a201a962f/original/Alignment-Faking-in-Large-Language-Models-full-paper.pdf,all,"Jared Kaplan, Buck Shlegeris,† Samuel R. Bowman, Evan Hubinger∗ — Anthropic, †Redwood Research",https://assets.anthropic.com/m/983c85a201a962f/original/Alignment-Faking-in-Large-Language-Models-full-paper.pdf,COLLAB
institution:inst-070,registry_source_local_person:ftx-future-fund::FTX-R149:object,collaborated_with,confirmed,yes,Anthropic / Joseph Bloom,https://alignment.anthropic.com/2026/coding-audit-realism/,all,"We’re also grateful to Oscar Balcells Obeso, Robert Kirk, Aengus Lynch, Jordan Taylor, Joseph Bloom, and Thomas Read for valuable discussion.",https://alignment.anthropic.com/2026/coding-audit-realism/,COLLAB
institution:inst-071,institution:inst-052,evaluation_partnership_and_model_token_access,confirmed,yes,Evaluation Partnership And Model Token Access,https://metr.org/about,all,Institutional disclosure; no common current dates or per-company value provided.,https://metr.org/about https://metr.org/about,COLLAB
institution:inst-071,institution:inst-052,previously_partnered_for_frontier_risk_assessments,confirmed,yes,"METR says it previously partnered with Google DeepMind to pilot frontier risk assessments and received access and tokens used for evaluations, research, and engineering.",https://metr.org/about,all,"Prior partnership and in-kind access only; no current access, funding, payment, control, or relationship tenure.",https://metr.org/about,COLLAB
institution:inst-071,institution:inst-073,collaborated_with,confirmed,yes,Google DeepMind / Future of Humanity Institute,https://www.oxfordmartin.ox.ac.uk/news/201606-fhi-google,all,"Academics from the Future of Humanity Institute (FHI), part of the Oxford Martin School, are teaming up with Google DeepMind to make artificial intelligence safer.",https://www.oxfordmartin.ox.ac.uk/news/201606-fhi-google,COLLAB
institution:inst-071,institution:inst-082,collaborated_with,confirmed,yes,Google DeepMind / UK AI Security Institute,https://www.gov.uk/government/news/ai-to-accelerate-national-renewal-and-growth-as-google-deepmind-backs-uk-tech-and-science-sectors,all,Google DeepMind will work closely with the UK’s AI Security Institute on foundational research in key areas,https://www.gov.uk/government/news/ai-to-accelerate-national-renewal-and-growth-as-google-deepmind-backs-uk-tech-and-science-sectors,COLLAB
institution:inst-071,institution_candidate_source_local:NODE017-005,joint_funder_of,confirmed,yes,Google DeepMind / Scaling AI Safety for a Multi-Agent World,https://www.schmidtsciences.org/multi-agent-ai/,all,"A joint funding call by Schmidt Sciences, Google DeepMind, Advanced Research & Invention Agency (ARIA), the Cooperative AI Foundation, and Google.org",https://www.schmidtsciences.org/multi-agent-ai/,FINANCIAL
institution:inst-071,institution_candidate_source_local:NODE037-002,collaborated_with,confirmed,yes,Google DeepMind / ARIA,https://aria.org.uk/activation-partners/meet-our-activation-partners,all,Google DeepMind is working with us to identify projects designed to accelerate the impact of ARIA-backed research.,https://aria.org.uk/activation-partners/meet-our-activation-partners,COLLAB
institution:inst-071,person_source_local:alignment-research-center:ARC-P001,collaborated_with,confirmed,yes,Google DeepMind / Paul Christiano,https://deepmind.google/blog/learning-through-human-feedback/,all,"This research was done as part of an ongoing collaboration between Jan Leike, Miljan Martic, and Shane Legg at DeepMind and Paul Christiano, Dario Amodei, and Tom Brown at OpenAI.",https://deepmind.google/blog/learning-through-human-feedback/,COLLAB
institution:inst-072,institution:inst-081,funded,confirmed,yes,Silicon Valley Community Foundation / Open Philanthropy,https://www.svcf.org/assets/files/publications/SVCF-2024-990-PDC.pdf,all,"OPEN PHILANTHROPY ... Amount of cash grant ... 1,000,000 ... Purpose of grant or assistance ... EDUCATION",https://www.svcf.org/assets/files/publications/SVCF-2024-990-PDC.pdf,FINANCIAL
institution:inst-072,institution_candidate_source_local:INSTITUTION005-006,donor_filer_reported_cash_grant,confirmed,yes,Donor Filer Reported Cash Grant,https://projects.propublica.org/nonprofits/full_text/202543149349305759/IRS990ScheduleI,all,,https://projects.propublica.org/nonprofits/full_text/202543149349305759/IRS990ScheduleI https://projects.propublica.org/nonprofits/full_text/202543149349305759/IRS990 https://projects.propublica.org/nonprofits/full_text/202543149349305759/IRS990ScheduleI,FINANCIAL
institution:inst-073,discovery_source_local:ND006-021,funded_by,confirmed,yes,Jed McCaleb / Future of Humanity Institute,https://survivalandflourishing.fund/,all,"SFF-2021-H1 | Jed McCaleb | Centre for the Governance of AI, Future of Humanity Institute | $17,000 | Berkeley Existential Risk Initiative | General Support",https://survivalandflourishing.fund/,FINANCIAL
institution:inst-073,institution:inst-034,funded_by,confirmed,yes,Future of Life Institute / Future of Humanity Institute,https://www.oxfordmartin.ox.ac.uk/news/201507-fli,all,The Future of Humanity Institute... [is] to receive a £1m grant... The grant is from the Future of Life Institute,https://www.oxfordmartin.ox.ac.uk/news/201507-fli,FINANCIAL
institution:inst-073,institution:inst-081,funded_by,confirmed,yes,Future of Humanity Institute / Open Philanthropy,https://coefficientgiving.org/research/our-progress-in-2016-and-plans-for-2017/,all,"We recommended approximately $11 million in grants, including ... approximately $2 million to the Future of Humanity Institute",https://coefficientgiving.org/research/our-progress-in-2016-and-plans-for-2017/,FINANCIAL
institution:inst-073,institution_candidate_source_local:INSTITUTION008-001,co_sponsored,confirmed,yes,Future of Humanity Institute / LessWrong,https://www.greaterwrong.com/posts/iKbFQLzZqhBZKdx5s/room-for-more-funding-at-the-future-of-humanity-institute,all,"The Future of Humanity Institute, one of the three organizations co-sponsoring LW",https://www.greaterwrong.com/posts/iKbFQLzZqhBZKdx5s/room-for-more-funding-at-the-future-of-humanity-institute,FINANCIAL
institution:inst-073,institution_candidate_source_local:TARGETORG029-017,collaborated_with,confirmed,yes,Future of Humanity Institute / Centre for the Study of Existential Risk,https://www.fhi.ox.ac.uk/quarterly-update-spring-2017/,all,The workshop was co-organised with our partners at the Centre for the Study of Existential Risk,https://www.fhi.ox.ac.uk/quarterly-update-spring-2017/,COLLAB
institution:inst-073,person_source_local:centre-for-effective-altruism:CEA-P011,collaborated_with,confirmed,yes,Future of Humanity Institute / Max Dalton,https://www.centreforeffectivealtruism.org/blog/cea-strategic-update,all,This team consists of two full-time researchers (Stefan Schubert and Max Dalton)... This team will work closely with FHI,https://www.centreforeffectivealtruism.org/blog/cea-strategic-update,COLLAB
institution:inst-073,person_source_local:coefficient-giving:CG-PE042,funded_by,confirmed,yes,Future of Humanity Institute / Holden Karnofsky,https://80000hours.org/podcast/episodes/holden-karnofsky-open-philanthropy/,all,“We've definitely made grants in the AI strategy area: we've supported The Future of Humanity Institute to do work on it.”,https://80000hours.org/podcast/episodes/holden-karnofsky-open-philanthropy/,FINANCIAL
institution:inst-073,person_source_local:future-of-life-institute:FLI-P003,funded_by,confirmed,yes,Future of Humanity Institute / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2020-H2 | Jaan Tallinn | Future of Humanity Institute: Research Scholars Programme | $30,000 | University of Oxford | General Support",https://survivalandflourishing.fund/,FINANCIAL
institution:inst-073,person_source_local:miri:MIRI-P002,collaborated_with,confirmed,yes,Future of Humanity Institute / Nate Soares,https://intelligence.org/files/Corrigibility.pdf,all,Nate Soares and Benja Fallenstein and Eliezer Yudkowsky ... Stuart Armstrong Future of Humanity Institute,https://intelligence.org/files/Corrigibility.pdf,COLLAB
institution:inst-073,person_source_local:miri:MIRI-P003,collaborated_with,confirmed,yes,Future of Humanity Institute / Eliezer Yudkowsky,https://intelligence.org/2013/09/10/september-newsletter/,all,Yudkowsky and I are visiting Oxford to “sync up” with our frequent collaborators at the Future of Humanity Institute,https://intelligence.org/2013/09/10/september-newsletter/,COLLAB
institution:inst-074,discovery_source_local:ND002-018,grant_from,confirmed,yes,Gavin Leech / EA Infrastructure Fund,https://funds.effectivealtruism.org/payouts/september-december-2021-ea-infrastructure-fund,all,"Gavin Leech ($4,000): Exploring specific mental health problems of members of the effective altruism community",https://funds.effectivealtruism.org/payouts/september-december-2021-ea-infrastructure-fund,FINANCIAL
institution:inst-074,discovery_source_local:ND006-005,published_recommendation,confirmed,yes,Published Recommendation,https://funds.effectivealtruism.org/grants,all,"Recommended a $11K, three-month salary grant to Suzy Shepherd in 2022 to set up as a video consultant/producer for EA organizations and experiment with independent EA videos.",https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/grants https://www.longtermwiki.com/funding-programs/ea-infrastructure-fund-grant-rounds,FINANCIAL
institution:inst-074,institution:inst-019,funded_by,confirmed,yes,Coefficient Giving / EA Infrastructure Fund,https://forum.effectivealtruism.org/posts/zt6MsCCDStm74HFwo/ea-funds-organisational-update-open-philanthropy-matching,all,Open Philanthropy has contributed a substantial proportion of EAIF and LTFF budgets and has covered our entire operations budget.,https://forum.effectivealtruism.org/posts/zt6MsCCDStm74HFwo/ea-funds-organisational-update-open-philanthropy-matching,FINANCIAL
institution:inst-074,institution:inst-022,part_of,confirmed,yes,EA Funds / EA Infrastructure Fund,https://funds.effectivealtruism.org/funds,all,Effective Altruism Infrastructure Fund Funding organizations or people that aim to grow or improve the effective altruism community.,https://funds.effectivealtruism.org/funds,STRUCTURAL
institution:inst-074,institution:inst-024,fiscally_sponsored_by,confirmed,yes,Effective Ventures / EA Infrastructure Fund,https://funds.effectivealtruism.org/payouts/march-2024-ea-infrastructure-fund-grant-recommendations,all,"Along with other organizations, we plan to leave our fiscal sponsor (Effective Ventures).",https://funds.effectivealtruism.org/payouts/march-2024-ea-infrastructure-fund-grant-recommendations,FINANCIAL
institution:inst-074,institution:inst-050,funded_by,confirmed,yes,Manifund / EA Infrastructure Fund,https://manifund.org/Austin,all,$60k from the EA Infrastructure Funds,https://manifund.org/Austin,FINANCIAL
institution:inst-074,institution:inst-075,shared_fund_manager,confirmed,yes,EA Infrastructure Fund / Long-Term Future Fund,https://centreforeffectivealtruism.org/www.centreforeffectivealtruism.org/our-mistakes.html,all,with one person (Nick Beckstead) managing both the Long-Term Future Fund and the EA Infrastructure Fund,https://centreforeffectivealtruism.org/www.centreforeffectivealtruism.org/our-mistakes.html,FINANCIAL
institution:inst-074,institution:inst-079,fiscally_sponsored_by,confirmed,yes,EA Infrastructure Fund / Effective Ventures Foundation (UK),https://funds.effectivealtruism.org/payouts/march-2024-ea-infrastructure-fund-grant-recommendations,all,"Along with other organizations, we plan to leave our fiscal sponsor (Effective Ventures).",https://funds.effectivealtruism.org/payouts/march-2024-ea-infrastructure-fund-grant-recommendations,FINANCIAL
institution:inst-074,institution:inst-081,funded_by,confirmed,yes,EA Infrastructure Fund / Open Philanthropy,https://funds.effectivealtruism.org/payouts/march-2024-ea-infrastructure-fund-grant-recommendations,all,"~$1M of that was matched 2:1 by Open Philanthropy, for a total of $3.2M in the last 9 months.",https://funds.effectivealtruism.org/payouts/march-2024-ea-infrastructure-fund-grant-recommendations,FINANCIAL
institution:inst-074,institution_candidate_source_local:INSTITUTION008-001,funded,confirmed,yes,EA Infrastructure Fund / LessWrong,https://mani.fund/projects/lightcone-infrastructure,all,The EA Infrastructure Fund also recommended a grant to us,https://mani.fund/projects/lightcone-infrastructure,FINANCIAL
institution:inst-074,institution_candidate_source_local:NODE016-001,shares_leadership_with,confirmed,yes,EA Infrastructure Fund / Center on Long-Term Risk,https://forum.effectivealtruism.org/posts/ek5ZctFxwh4QFigN7/ea-funds-has-appointed-new-fund-managers,all,"Before joining FHI, he led the research wing of the Effective Altruism Foundation (now the Center on Long-Term Risk), where he still serves as a board member.",https://forum.effectivealtruism.org/posts/ek5ZctFxwh4QFigN7/ea-funds-has-appointed-new-fund-managers,EMPLOYMENT
institution:inst-074,institution_candidate_source_local:NODE016-022,published_recommendation,confirmed,yes,Published Recommendation,https://funds.effectivealtruism.org/grants,all,Social Change Lab reported receiving EA Infrastructure Fund funding to cover its expenses through July 2022.,https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/grants https://forum.effectivealtruism.org/posts/B2mKTkH6K6SFFNxfn/social-change-lab-introduction-and-initial-research,FINANCIAL
institution:inst-074,person_source_local:longview-philanthropy:LV-P006,guest_manager_of,confirmed,yes,EA Infrastructure Fund / Michael Aird,https://forum.effectivealtruism.org/posts/R3mqzQhYabjBcSk7S/ea-infrastructure-fund-september-december-2021-grant,all,Chi Nguyen and Michael Aird left after their guest manager tenure,https://forum.effectivealtruism.org/posts/R3mqzQhYabjBcSk7S/ea-infrastructure-fund-september-december-2021-grant,EMPLOYMENT
institution:inst-074,registry_source_local_person:ftx-future-fund::FTX-R167:object,funded,confirmed,yes,EA Infrastructure Fund / Elizabeth Van Nostrand,https://forum.effectivealtruism.org/posts/mFeXoei5PxKQwM2ss/ideas-eaif-is-excited-to-receive-applications-for,all,What have we funded recently? Elizabeth Van Nostrand and Timothy Telleen Lawton recorded a discussion... They’re turning this into a broader podcast.,https://forum.effectivealtruism.org/posts/mFeXoei5PxKQwM2ss/ideas-eaif-is-excited-to-receive-applications-for,FINANCIAL
institution:inst-074,registry_source_local_person:manifund::MF-R0474:subject,funded_by,confirmed,yes,EA Infrastructure Fund / Rachel Shu,https://funds.effectivealtruism.org/payouts/may-august-2021-ea-infrastructure-fund-grants,all,"Rachel Shu ($5,000): Short documentary on the microCOVID Project's work to reduce COVID risk",https://funds.effectivealtruism.org/payouts/may-august-2021-ea-infrastructure-fund-grants,FINANCIAL
institution:inst-074,registry_source_local_person:pivotal-research::PIV-R025:subject,published_recommendation,confirmed,yes,Published Recommendation,https://funds.effectivealtruism.org/grants,all,,https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/grants,FINANCIAL
institution:inst-075,discovery_source_local:ND006-005,published_recommendation,confirmed,yes,Published Recommendation,https://funds.effectivealtruism.org/grants,all,Listed Suzy Shepherd as a recent Long-Term Future Fund grant recipient to develop a short fiction film on AI existential risk.,https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/grants https://www.givingwhatwecan.org/charities/long-term-future-fund,FINANCIAL
institution:inst-075,discovery_source_local:ND006-018,published_recommendation,confirmed,yes,Published Recommendation,https://funds.effectivealtruism.org/grants,all,"Recommended a $150,000 grant to Darryl Wright in March 2022 for a one-year research stipend, travel, and equipment for two AI-safety projects.",https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/payouts/april-2023-long-term-future-fund-grant-recommendations,FINANCIAL
institution:inst-075,discovery_source_local:ND006-022,published_recommendation,confirmed,yes,Published Recommendation,https://funds.effectivealtruism.org/grants,all,"Recommended a $3,000 grant to John Bridge in May 2022 for research into the international viability of FHI's Windfall Clause.",https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/grants https://funds.effectivealtruism.org/payouts/april-2023-long-term-future-fund-grant-recommendations,FINANCIAL
